node_id,lat,lon,location,"lat,lon"
11411367616,5.6478128,-0.1886478,,"5.6478128,-0.1886478"
7223666811,5.6460151,-0.1950476,,"5.6460151,-0.1950476"
1159580659,5.6457096,-0.1991014,,"5.6457096,-0.1991014"
4451500969,5.6514527,-0.1872123,,"5.6514527,-0.1872123"
4451500968,5.6514585,-0.1868395,,"5.6514585,-0.1868395"
7223666796,5.6461459,-0.1932376,,"5.6461459,-0.1932376"
7223666799,5.6457091,-0.1934206,,"5.6457091,-0.1934206"
7223666798,5.645975,-0.1932156,,"5.645975,-0.1932156"
5889956881,5.6507537,-0.1903124,,"5.6507537,-0.1903124"
6285256115,5.6515109,-0.1920837,,"5.6515109,-0.1920837"
9696208609,5.6565981,-0.1883639,,"5.6565981,-0.1883639"
9696208613,5.6566537,-0.1887115,,"5.6566537,-0.1887115"
5889956877,5.6507695,-0.1884046,,"5.6507695,-0.1884046"
4007365112,5.650715,-0.1903248,,"5.650715,-0.1903248"
4007365119,5.6544883,-0.1869061,,"5.6544883,-0.1869061"
4007365118,5.6532666,-0.1869199,,"5.6532666,-0.1869199"
4007365117,5.6532691,-0.1870997,,"5.6532691,-0.1870997"
4007365105,5.6457929,-0.1936357,,"5.6457929,-0.1936357"
5938370271,5.644906,-0.1908553,,"5.644906,-0.1908553"
4007365109,5.6481798,-0.1879424,,"5.6481798,-0.1879424"
4007365108,5.6466679,-0.1918813,,"5.6466679,-0.1918813"
4294693066,5.6541495,-0.1834766,,"5.6541495,-0.1834766"
4007365102,5.6448583,-0.1891053,,"5.6448583,-0.1891053"
3972723697,5.6588791,-0.1789999,,"5.6588791,-0.1789999"
10058218681,5.6629102,-0.1825678,,"5.6629102,-0.1825678"
1159581277,5.6518074,-0.1932774,,"5.6518074,-0.1932774"
6972612824,5.6445666,-0.1842211,,"5.6445666,-0.1842211"
4294693049,5.6526009,-0.1819372,,"5.6526009,-0.1819372"
6972612828,5.6447527,-0.1843508,,"5.6447527,-0.1843508"
3425614694,5.6602871,-0.1870373,,"5.6602871,-0.1870373"
3425614693,5.6595427,-0.1815308,,"5.6595427,-0.1815308"
4452585001,5.6505678,-0.1890348,,"5.6505678,-0.1890348"
11411758974,5.6513322,-0.1903043,,"5.6513322,-0.1903043"
4452585002,5.6505814,-0.1891533,,"5.6505814,-0.1891533"
4452585012,5.6507273,-0.1890247,,"5.6507273,-0.1890247"
4452585013,5.6507444,-0.189058,,"5.6507444,-0.189058"
4452585011,5.6507199,-0.1891541,,"5.6507199,-0.1891541"
11335160057,5.6551416,-0.1810216,,"5.6551416,-0.1810216"
5729193501,5.6507255,-0.1856525,,"5.6507255,-0.1856525"
4239348686,5.6501899,-0.1948653,,"5.6501899,-0.1948653"
5729193500,5.6505727,-0.1856508,,"5.6505727,-0.1856508"
4239348685,5.6500741,-0.1967736,,"5.6500741,-0.1967736"
4239348679,5.6449715,-0.1850005,,"5.6449715,-0.1850005"
6743286400,5.6462157,-0.1906263,,"5.6462157,-0.1906263"
6972612836,5.6459038,-0.1840621,,"5.6459038,-0.1840621"
6972612839,5.6457509,-0.1839845,,"5.6457509,-0.1839845"
2826898431,5.6507568,-0.1868576,,"5.6507568,-0.1868576"
5938319986,5.6511132,-0.1918691,,"5.6511132,-0.1918691"
2826898430,5.6506842,-0.181242,,"5.6506842,-0.181242"
6720611092,5.6530573,-0.1893334,,"5.6530573,-0.1893334"
2826898429,5.6507133,-0.1815018,,"5.6507133,-0.1815018"
5713101572,5.6518899,-0.1824875,,"5.6518899,-0.1824875"
2826898427,5.6507478,-0.1890765,,"5.6507478,-0.1890765"
5713101570,5.6534421,-0.1827283,,"5.6534421,-0.1827283"
11411361709,5.6520334,-0.1849774,,"5.6520334,-0.1849774"
2826898426,5.6507182,-0.1868366,,"5.6507182,-0.1868366"
5713101571,5.6536283,-0.1827161,,"5.6536283,-0.1827161"
6544448915,5.6572645,-0.1846884,,"5.6572645,-0.1846884"
11411361711,5.6510772,-0.185224,,"5.6510772,-0.185224"
5809806796,5.6498949,-0.1890991,,"5.6498949,-0.1890991"
11411361710,5.6520248,-0.1852009,,"5.6520248,-0.1852009"
2826898422,5.6507242,-0.1872097,,"5.6507242,-0.1872097"
5938319993,5.6511076,-0.1912745,,"5.6511076,-0.1912745"
6544448921,5.6596788,-0.1861527,,"5.6596788,-0.1861527"
5713101579,5.6527621,-0.1824943,,"5.6527621,-0.1824943"
6720611099,5.6538137,-0.1899936,,"5.6538137,-0.1899936"
6544448922,5.6598983,-0.1860178,,"5.6598983,-0.1860178"
2826898415,5.6505517,-0.187206,,"5.6505517,-0.187206"
5809806811,5.6468921,-0.1838619,,"5.6468921,-0.1838619"
2826898414,5.6505548,-0.1890985,,"5.6505548,-0.1890985"
5809824218,5.6481432,-0.1839622,,"5.6481432,-0.1839622"
2826898413,5.6505606,-0.1868386,,"5.6505606,-0.1868386"
6743286397,5.6465222,-0.1906407,,"5.6465222,-0.1906407"
5809806815,5.6473339,-0.1833351,,"5.6473339,-0.1833351"
2826898410,5.6505262,-0.1814814,,"5.6505262,-0.1814814"
4143470957,5.6450178,-0.1916614,,"5.6450178,-0.1916614"
5809806813,5.6469372,-0.1837865,,"5.6469372,-0.1837865"
5809824221,5.6470399,-0.1849758,,"5.6470399,-0.1849758"
2826898406,5.6504946,-0.1813279,,"5.6504946,-0.1813279"
5809806802,5.650089,-0.1884694,,"5.650089,-0.1884694"
2826898405,5.6504853,-0.1813819,,"5.6504853,-0.1813819"
5809806800,5.6502551,-0.1890929,,"5.6502551,-0.1890929"
5809806807,5.6465449,-0.1834457,,"5.6465449,-0.1834457"
2826898402,5.6504523,-0.1870943,,"5.6504523,-0.1870943"
5809806806,5.6500923,-0.1871047,,"5.6500923,-0.1871047"
2826898401,5.6504588,-0.1869388,,"5.6504588,-0.1869388"
5809806805,5.6500883,-0.1883559,,"5.6500883,-0.1883559"
11411361718,5.6526306,-0.1856411,,"5.6526306,-0.1856411"
2714795632,5.6507144,-0.1835142,,"5.6507144,-0.1835142"
6012771779,5.6459777,-0.1902062,,"5.6459777,-0.1902062"
2826898396,5.6496339,-0.1869551,,"5.6496339,-0.1869551"
6323854154,5.6472515,-0.1866492,,"5.6472515,-0.1866492"
2826898393,5.6496287,-0.1871143,,"5.6496287,-0.1871143"
5809806819,5.6473722,-0.1832817,,"5.6473722,-0.1832817"
5809824227,5.6487777,-0.18108,,"5.6487777,-0.18108"
4452592333,5.6505528,-0.1825306,,"5.6505528,-0.1825306"
5809824226,5.648029,-0.1805475,,"5.648029,-0.1805475"
5809806817,5.6471654,-0.1828193,,"5.6471654,-0.1828193"
5915331391,5.6657027,-0.1892004,,"5.6657027,-0.1892004"
4418071804,5.6599657,-0.1873885,,"5.6599657,-0.1873885"
4452592328,5.6505234,-0.1824672,,"5.6505234,-0.1824672"
5809824230,5.6488204,-0.1825954,,"5.6488204,-0.1825954"
5809824229,5.6488044,-0.1814501,,"5.6488044,-0.1814501"
2826898383,5.649409,-0.1849752,,"5.649409,-0.1849752"
11411758979,5.6516671,-0.1906273,,"5.6516671,-0.1906273"
6761585845,5.649514,-0.1975613,,"5.649514,-0.1975613"
2826898381,5.6481678,-0.186156,,"5.6481678,-0.186156"
4452592343,5.6507047,-0.1825166,,"5.6507047,-0.1825166"
6761585842,5.649901,-0.1969175,,"5.649901,-0.1969175"
11411771275,5.6452464,-0.1864685,,"5.6452464,-0.1864685"
6761585852,5.6496835,-0.1968609,,"5.6496835,-0.1968609"
2714795627,5.6479056,-0.1818306,,"5.6479056,-0.1818306"
2714795628,5.6480223,-0.1819839,,"5.6480223,-0.1819839"
2714795629,5.6505581,-0.1835162,,"5.6505581,-0.1835162"
3971490565,5.6459694,-0.1890957,,"5.6459694,-0.1890957"
6544448936,5.6584888,-0.1864267,,"5.6584888,-0.1864267"
4452592346,5.6507222,-0.1824672,,"5.6507222,-0.1824672"
6761585851,5.6497704,-0.1966008,,"5.6497704,-0.1966008"
1159580383,5.6494025,-0.19814,,"5.6494025,-0.19814"
1159581406,5.6510921,-0.1948559,,"5.6510921,-0.1948559"
2826898359,5.6472562,-0.1861615,,"5.6472562,-0.1861615"
2826898358,5.6472549,-0.1879477,,"5.6472549,-0.1879477"
6009506297,5.6543409,-0.1898313,,"5.6543409,-0.1898313"
6761585864,5.649207,-0.1970168,,"5.649207,-0.1970168"
6009506302,5.6551183,-0.1890957,,"5.6551183,-0.1890957"
6285181296,5.6530217,-0.1842383,,"5.6530217,-0.1842383"
6761585879,5.6501266,-0.1963605,,"5.6501266,-0.1963605"
6761604304,5.6499759,-0.1953441,,"5.6499759,-0.1953441"
6285181302,5.6524999,-0.1849799,,"5.6524999,-0.1849799"
6009980384,5.6478032,-0.189836,,"5.6478032,-0.189836"
2826898332,5.6467062,-0.1861607,,"5.6467062,-0.1861607"
6009980379,5.6471942,-0.1896188,,"5.6471942,-0.1896188"
2826898331,5.6467077,-0.1879619,,"5.6467077,-0.1879619"
3971490640,5.649933,-0.1967363,,"5.649933,-0.1967363"
6009980370,5.649509,-0.1869397,,"5.649509,-0.1869397"
11020904203,5.6502284,-0.1884316,,"5.6502284,-0.1884316"
11020904202,5.6501334,-0.1885579,,"5.6501334,-0.1885579"
6009980375,5.6494791,-0.1871074,,"5.6494791,-0.1871074"
5809806777,5.6500356,-0.1884238,,"5.6500356,-0.1884238"
5809806776,5.6481752,-0.1883997,,"5.6481752,-0.1883997"
6009980366,5.6506365,-0.1811904,,"5.6506365,-0.1811904"
6009980367,5.6506353,-0.1810998,,"5.6506353,-0.1810998"
5809806771,5.6500896,-0.1869366,,"5.6500896,-0.1869366"
1159580390,5.6493782,-0.1813951,,"5.6493782,-0.1813951"
5809806774,5.6470266,-0.186637,,"5.6470266,-0.186637"
5809806772,5.6466973,-0.186746,,"5.6466973,-0.186746"
